Duration,Total_Stops,Date_of_Journey_month,Date_of_Journey_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Price
450,1,6,27,20,55,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
675,1,5,21,8,0,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15058
490,1,5,24,14,20,22,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7640
800,1,9,6,18,55,8,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14939
350,1,3,21,7,0,12,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9385
295,1,4,15,17,55,22,50,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5221
925,1,5,18,7,5,22,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10348
180,0,9,6,17,45,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016
1730,2,9,5,14,25,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13591
135,0,6,24,7,45,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3687
170,0,3,24,5,45,8,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4377
600,2,9,6,18,25,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14237
170,0,3,24,13,20,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4441
90,0,9,6,19,5,20,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754
165,0,1,3,23,25,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10873
160,0,5,27,5,55,8,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3257
450,1,12,6,21,10,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12739
525,1,1,6,3,50,12,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12192
1705,2,3,3,6,45,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12599
685,1,5,24,8,25,19,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
505,1,5,21,10,35,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9103
1625,1,1,5,20,20,23,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8085
140,0,3,6,22,5,0,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5277
1615,2,12,6,9,40,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10368
365,1,1,4,16,30,22,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7064
835,1,3,21,11,40,1,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7695
160,0,3,3,7,0,9,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8028
315,1,9,5,15,5,20,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4963
90,0,3,21,13,55,15,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3100
1105,1,5,27,10,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
150,0,3,3,14,15,16,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13885
590,2,1,4,12,0,21,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9258
195,0,6,27,14,25,17,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5000
730,1,9,5,16,30,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
175,0,4,24,7,45,10,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4632
665,1,3,6,5,5,16,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6818
165,0,4,27,6,0,8,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544
1545,2,5,21,5,55,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11911
745,1,1,3,8,55,21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27992
1555,1,3,24,7,0,8,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12173
160,0,12,5,5,55,8,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3311
630,1,5,15,8,45,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8266
1595,2,9,3,16,40,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11911
1615,2,1,6,9,40,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10368
295,1,1,3,12,10,17,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9694
165,0,3,4,6,5,8,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4077
175,0,3,4,18,25,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
965,1,12,6,17,20,9,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7480
1470,2,9,5,18,45,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11942
190,0,6,27,6,0,9,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6216
2300,2,6,3,5,25,19,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16389
305,1,9,3,6,25,11,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8434
165,0,6,5,6,0,8,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5198
395,1,5,27,6,0,12,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11264
520,1,6,6,19,45,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
150,0,6,27,19,55,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3807
165,0,3,27,10,10,12,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4148
170,0,6,4,23,55,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3383
400,1,12,5,14,5,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
170,0,3,3,5,45,8,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6860
2315,2,1,3,8,50,23,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25430
150,0,5,15,14,15,16,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5510
175,0,4,27,18,25,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
150,0,6,24,17,10,19,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3841
455,1,3,21,8,35,16,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6790
155,0,9,3,15,10,17,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4462
1375,2,5,21,5,30,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129
900,1,6,3,8,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16736
1775,3,12,3,9,40,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18293
810,2,5,27,5,30,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13029
1275,2,5,15,22,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11281
390,1,6,27,19,0,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6795
150,0,4,15,17,10,19,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4174
625,1,5,18,20,45,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7452
140,0,6,18,7,55,10,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3850
175,0,9,3,11,40,14,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7305
1570,1,1,6,2,15,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
175,0,3,3,20,55,23,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6722
1295,2,6,27,21,25,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11507
170,0,4,27,9,45,12,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5613
1505,1,6,24,11,30,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
170,0,3,3,5,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7931
840,1,5,18,7,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8073
755,1,6,3,8,25,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14871
480,1,6,3,8,45,16,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12395
145,0,3,21,11,35,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3858
170,0,3,15,13,0,15,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6144
1580,1,5,21,20,20,22,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8452
295,1,6,15,5,10,10,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7010
940,1,3,6,6,50,22,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7514
805,1,5,21,7,0,20,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11096
155,0,3,5,4,40,7,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804
805,2,3,27,5,25,18,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9254
505,2,6,6,20,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15318
1655,1,6,6,7,10,10,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9187
500,1,9,6,17,10,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6206
170,0,6,4,23,30,2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4591
450,1,5,15,21,10,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663
295,1,9,6,17,55,22,50,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5409
475,1,3,24,8,25,16,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13759
160,0,6,3,21,25,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4778
1320,1,9,3,20,50,18,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16289
675,1,5,27,8,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9929
705,1,1,5,6,30,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
875,2,9,5,5,50,20,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10991
905,2,1,3,8,50,23,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17345
950,1,1,3,8,55,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26890
1245,2,6,6,10,55,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11753
135,0,6,21,8,20,10,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3597
90,0,6,15,22,45,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1965
440,2,6,24,11,40,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15812
765,2,3,27,8,35,21,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6494
140,0,6,27,13,15,15,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597
180,0,6,15,19,50,22,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016
540,1,6,15,10,35,19,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4959
1695,1,12,6,16,30,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8529
150,0,6,4,22,50,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3807
1025,1,12,6,18,55,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8529
155,0,4,15,6,55,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3841
265,1,1,5,19,20,23,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3809
435,1,12,6,11,35,18,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8479
1610,2,5,18,8,20,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11222
135,0,6,5,11,40,13,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4667
1520,1,1,4,9,35,10,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11467
740,1,1,3,8,0,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27992
1285,1,5,15,17,0,14,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9314
1125,2,9,6,9,40,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10368
160,0,5,15,7,0,9,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668
480,1,3,21,7,30,15,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,11269
295,1,3,4,17,55,22,50,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4611
1435,1,3,24,19,45,19,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13759
1250,1,3,21,22,0,18,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12242
90,0,3,18,15,50,17,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5678
195,0,6,18,9,50,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9564
830,1,6,6,11,40,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6795
1170,1,12,6,16,30,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8529
85,0,3,3,12,0,13,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5755
180,0,6,6,14,10,17,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6094
1580,1,5,15,20,20,22,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8452
690,1,6,27,7,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10877
1595,1,9,5,10,0,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12373
135,0,12,3,8,20,10,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6300
730,1,5,27,7,5,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12717
175,0,1,6,15,15,18,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016
600,1,5,15,9,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10197
705,1,9,6,6,30,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
975,1,9,5,7,10,23,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8085
570,1,3,21,11,30,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6838
170,0,3,24,20,30,23,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3925
145,0,6,6,5,15,7,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3540
895,1,9,6,7,35,22,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6442
170,0,3,3,20,30,23,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6860
165,0,5,15,6,5,8,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4423
520,1,5,21,19,45,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16079
435,1,1,3,8,0,15,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22270
160,0,1,3,20,25,23,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4778
505,2,5,27,20,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15318
195,0,5,27,14,25,17,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6015
155,0,4,15,17,0,19,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5613
170,0,5,24,23,30,2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4591
135,0,3,24,8,20,10,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3859
540,1,5,27,7,10,16,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7878
1395,1,12,6,19,45,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
910,1,1,5,18,55,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13941
740,1,6,5,8,25,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14388
145,0,3,5,11,35,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4332
640,1,3,18,22,50,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11087
510,1,9,6,14,5,22,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
160,0,4,18,5,55,8,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4319
175,0,6,6,11,10,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016
735,1,1,4,20,0,8,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7064
155,0,6,24,20,20,22,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804
160,0,1,3,6,55,9,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4622
135,0,5,18,11,40,13,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4667
875,2,5,24,5,50,20,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11201
175,0,3,24,7,10,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6860
135,0,6,6,7,5,9,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3687
90,0,1,6,19,35,21,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3210
170,0,5,21,9,30,12,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3573
175,0,9,4,18,25,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
155,0,6,6,20,45,23,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4145
160,0,3,24,6,55,9,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4781
90,0,5,27,6,25,7,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4049
450,1,12,5,21,10,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8586
85,0,3,21,9,10,10,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4049
345,1,5,27,2,0,7,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6147
1395,1,5,21,19,45,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16079
1195,2,5,15,12,0,7,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9941
435,1,5,18,11,15,18,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10944
390,1,5,15,19,0,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8073
1665,2,6,3,13,5,16,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21375
850,1,5,18,8,25,22,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
165,0,5,18,10,0,12,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6961
160,0,3,18,6,55,9,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4413
660,1,9,5,10,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13727
85,0,6,18,7,5,8,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8040
175,0,5,21,21,10,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3625
165,0,5,27,17,0,19,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6961
175,0,9,3,21,10,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7240
495,1,5,24,23,30,7,45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7335
865,1,5,21,20,20,10,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9187
185,0,6,24,18,55,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6478
750,1,9,6,9,35,22,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13994
1135,1,6,3,14,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17261
150,0,6,5,15,15,17,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804
1425,1,1,6,19,15,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
600,1,6,6,9,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12192
155,0,3,4,6,55,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3841
1390,2,5,27,13,25,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129
535,1,9,5,10,20,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8266
865,1,3,21,16,45,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6151
845,1,12,6,11,25,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5883
95,0,5,15,20,5,21,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2227
400,1,5,24,14,5,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
160,0,9,3,18,20,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8016
795,1,9,3,6,0,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14408
1185,2,12,6,16,45,12,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14960
1475,2,3,27,19,10,19,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8834
385,1,6,24,9,45,16,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9646
775,1,12,3,20,35,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11087
140,0,6,6,14,45,17,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597
905,1,12,6,16,50,7,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8366
175,0,6,21,11,10,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5769
980,2,3,15,5,50,22,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9796
420,1,9,6,14,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13587
435,1,9,6,10,20,17,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8355
500,1,6,27,17,10,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5684
170,0,1,4,13,0,15,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4591
1375,2,9,6,5,30,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13292
375,1,1,6,13,0,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16108
705,1,12,6,6,30,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13626
